Order Line,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Product ID,Sales,Quantity,Discount,Profit
242,CA-2016-157749,04/06/2016,09/06/2016,Second Class,KL-16645,FUR-TA-10002607,177,5,0.5,-121
243,CA-2016-157749,04/06/2016,09/06/2016,Second Class,KL-16645,FUR-FU-10002505,4,3,0.6,-3
244,CA-2016-157749,04/06/2016,09/06/2016,Second Class,KL-16645,OFF-AR-10004685,7,2,0.2,1
245,CA-2014-131926,01/06/2014,06/06/2014,Second Class,DW-13480,FUR-CH-10004063,2002,7,0.0,581
246,CA-2014-131926,01/06/2014,06/06/2014,Second Class,DW-13480,OFF-ST-10002276,167,2,0.0,42
247,CA-2014-131926,01/06/2014,06/06/2014,Second Class,DW-13480,OFF-PA-10004082,48,6,0.0,24
248,CA-2014-131926,01/06/2014,06/06/2014,Second Class,DW-13480,OFF-AP-10002945,1503,5,0.0,496
249,CA-2014-131926,01/06/2014,06/06/2014,Second Class,DW-13480,OFF-PA-10000061,26,4,0.0,12
250,CA-2016-154739,10/12/2016,15/12/2016,Second Class,LH-17155,FUR-CH-10002965,322,2,0.2,28
251,CA-2016-145625,11/09/2016,17/09/2016,Standard Class,KC-16540,OFF-PA-10004569,8,1,0.0,4
252,CA-2016-145625,11/09/2016,17/09/2016,Standard Class,KC-16540,TEC-AC-10003832,3347,13,0.0,636
253,CA-2016-146941,10/12/2016,13/12/2016,First Class,DL-13315,OFF-ST-10001228,81,6,0.0,23
254,CA-2016-146941,10/12/2016,13/12/2016,First Class,DL-13315,OFF-EN-10003296,362,4,0.0,163
255,US-2015-159982,28/11/2015,04/12/2015,Standard Class,DR-12880,FUR-FU-10002505,12,9,0.6,-8
256,US-2015-159982,28/11/2015,04/12/2015,Standard Class,DR-12880,OFF-ST-10004804,82,2,0.2,-20
257,US-2015-159982,28/11/2015,04/12/2015,Standard Class,DR-12880,OFF-ST-10001590,54,5,0.2,4
258,US-2015-159982,28/11/2015,04/12/2015,Standard Class,DR-12880,TEC-PH-10001580,648,6,0.2,57
259,CA-2017-163139,01/12/2017,03/12/2017,Second Class,CC-12670,TEC-AC-10000290,20,3,0.0,7
260,CA-2017-163139,01/12/2017,03/12/2017,Second Class,CC-12670,OFF-ST-10002790,222,3,0.0,7
261,CA-2017-163139,01/12/2017,03/12/2017,Second Class,CC-12670,OFF-BI-10003460,18,5,0.2,6
262,US-2017-155299,08/06/2017,12/06/2017,Standard Class,Dl-13600,OFF-AP-10002203,2,2,0.8,-4
263,US-2014-106992,19/09/2014,21/09/2014,Second Class,SB-20290,TEC-MA-10000822,3060,3,0.4,-510
264,US-2014-106992,19/09/2014,21/09/2014,Second Class,SB-20290,TEC-MA-10003353,2520,7,0.4,-252
265,CA-2016-125318,06/06/2016,13/06/2016,Standard Class,RC-19825,TEC-PH-10001433,328,4,0.2,29
266,CA-2015-155040,10/11/2015,15/11/2015,Standard Class,AH-10210,TEC-AC-10004469,80,2,0.0,35
267,CA-2017-136826,16/06/2017,20/06/2017,Standard Class,CB-12535,OFF-AR-10003602,14,3,0.2,5
268,CA-2016-111010,22/01/2016,28/01/2016,Standard Class,PG-18895,OFF-FA-10003472,8,6,0.0,0
269,US-2017-145366,09/12/2017,13/12/2017,Standard Class,CA-12310,OFF-ST-10004180,37,1,0.2,-7
270,US-2017-145366,09/12/2017,13/12/2017,Standard Class,CA-12310,OFF-EN-10004386,58,3,0.2,22
271,CA-2017-163979,28/12/2017,02/01/2018,Second Class,KH-16690,OFF-ST-10003208,726,4,0.0,210
272,CA-2015-155334,30/07/2015,31/07/2015,First Class,HA-14920,TEC-AC-10003628,210,7,0.0,92
273,CA-2015-155334,30/07/2015,31/07/2015,First Class,HA-14920,FUR-FU-10003274,5,3,0.0,2
274,CA-2015-155334,30/07/2015,31/07/2015,First Class,HA-14920,OFF-BI-10002557,11,3,0.2,4
275,CA-2017-118136,16/09/2017,17/09/2017,First Class,BB-10990,OFF-PA-10002615,9,2,0.0,4
276,CA-2017-118136,16/09/2017,17/09/2017,First Class,BB-10990,OFF-AR-10001427,6,1,0.0,2
277,CA-2017-132976,13/10/2017,17/10/2017,Standard Class,AG-10495,OFF-PA-10000673,12,2,0.2,4
278,CA-2017-132976,13/10/2017,17/10/2017,Standard Class,AG-10495,OFF-PA-10004470,18,4,0.2,6
279,CA-2017-132976,13/10/2017,17/10/2017,Standard Class,AG-10495,OFF-ST-10000876,60,6,0.2,6
280,CA-2017-132976,13/10/2017,17/10/2017,Standard Class,AG-10495,OFF-LA-10002043,25,3,0.2,9
281,US-2015-161991,26/09/2015,28/09/2015,Second Class,SC-20725,OFF-BI-10004967,2,5,0.8,-3
282,US-2015-161991,26/09/2015,28/09/2015,Second Class,SC-20725,TEC-PH-10001760,1114,7,0.2,376
283,CA-2015-130890,02/11/2015,06/11/2015,Standard Class,JO-15280,FUR-TA-10002903,1039,5,0.2,52
284,CA-2015-130883,26/09/2015,02/10/2015,Standard Class,TB-21520,OFF-PA-10000474,142,5,0.2,48
285,CA-2015-130883,26/09/2015,02/10/2015,Standard Class,TB-21520,TEC-AC-10001956,240,5,0.2,48
286,CA-2015-130883,26/09/2015,02/10/2015,Standard Class,TB-21520,OFF-PA-10004100,31,6,0.2,11
287,CA-2016-112697,18/12/2016,20/12/2016,Second Class,AH-10195,OFF-BI-10000778,254,7,0.7,-169
288,CA-2016-112697,18/12/2016,20/12/2016,Second Class,AH-10195,OFF-AP-10002684,195,2,0.2,24
289,CA-2016-112697,18/12/2016,20/12/2016,Second Class,AH-10195,OFF-SU-10000646,961,5,0.2,-204
290,CA-2016-110772,20/11/2016,24/11/2016,Second Class,NZ-18565,OFF-FA-10002983,19,7,0.2,7
291,CA-2016-110772,20/11/2016,24/11/2016,Second Class,NZ-18565,OFF-LA-10004689,18,8,0.2,6
292,CA-2016-110772,20/11/2016,24/11/2016,Second Class,NZ-18565,TEC-AC-10002001,256,2,0.2,54
293,CA-2016-110772,20/11/2016,24/11/2016,Second Class,NZ-18565,FUR-BO-10004709,87,3,0.5,-49
294,CA-2014-111451,26/12/2014,28/12/2014,First Class,KL-16555,FUR-FU-10004091,300,8,0.2,79
295,CA-2014-111451,26/12/2014,28/12/2014,First Class,KL-16555,FUR-CH-10001891,230,3,0.2,20
296,CA-2014-111451,26/12/2014,28/12/2014,First Class,KL-16555,FUR-FU-10002918,218,3,0.2,-25
297,CA-2014-111451,26/12/2014,28/12/2014,First Class,KL-16555,OFF-BI-10004593,79,5,0.7,-63
298,CA-2014-111451,26/12/2014,28/12/2014,First Class,KL-16555,OFF-FA-10004854,28,3,0.2,9
299,CA-2016-142545,28/10/2016,03/11/2016,Standard Class,JD-15895,OFF-PA-10002105,32,5,0.0,16
300,CA-2016-142545,28/10/2016,03/11/2016,Standard Class,JD-15895,OFF-ST-10002756,1082,8,0.0,11
301,CA-2016-142545,28/10/2016,03/11/2016,Standard Class,JD-15895,OFF-PA-10004243,57,3,0.0,27
302,CA-2016-142545,28/10/2016,03/11/2016,Standard Class,JD-15895,FUR-FU-10001861,78,4,0.0,38
303,CA-2016-142545,28/10/2016,03/11/2016,Standard Class,JD-15895,OFF-BI-10002706,14,1,0.0,7
304,US-2017-152380,19/11/2017,23/11/2017,Standard Class,JH-15910,FUR-TA-10002533,219,3,0.5,-131
305,CA-2015-144253,04/05/2015,09/05/2015,Second Class,AS-10225,FUR-FU-10002671,27,2,0.0,13
306,CA-2014-130960,30/12/2014,04/01/2015,Standard Class,KB-16600,OFF-AR-10003651,10,3,0.0,3
307,CA-2014-111003,01/06/2014,06/06/2014,Standard Class,CR-12625,OFF-BI-10001072,45,3,0.0,21
308,CA-2014-111003,01/06/2014,06/06/2014,Standard Class,CR-12625,OFF-AR-10002135,289,6,0.0,84
309,CA-2017-126774,15/04/2017,17/04/2017,First Class,SH-20395,OFF-AR-10002804,5,1,0.0,2
310,CA-2016-142902,12/09/2016,14/09/2016,Second Class,BP-11185,FUR-FU-10001918,15,4,0.2,4
311,CA-2016-142902,12/09/2016,14/09/2016,Second Class,BP-11185,FUR-CH-10004086,467,2,0.2,53
312,CA-2016-142902,12/09/2016,14/09/2016,Second Class,BP-11185,FUR-FU-10001756,15,1,0.2,2
313,CA-2016-142902,12/09/2016,14/09/2016,Second Class,BP-11185,OFF-LA-10000634,6,3,0.2,2
314,CA-2014-120887,27/09/2014,03/10/2014,Standard Class,TS-21205,FUR-FU-10001588,88,3,0.0,38
315,CA-2014-167850,09/08/2014,16/08/2014,Standard Class,AG-10525,TEC-PH-10002398,178,2,0.2,22
316,CA-2014-167850,09/08/2014,16/08/2014,Standard Class,AG-10525,OFF-PA-10001937,16,3,0.2,5
317,CA-2014-164259,28/12/2014,30/12/2014,First Class,SP-20860,OFF-AR-10003373,99,4,0.2,9
318,CA-2014-164973,04/11/2014,09/11/2014,Standard Class,NM-18445,FUR-CH-10002602,136,1,0.1,24
319,CA-2014-164973,04/11/2014,09/11/2014,Standard Class,NM-18445,TEC-MA-10002927,3992,2,0.0,1996
320,CA-2014-164973,04/11/2014,09/11/2014,Standard Class,NM-18445,TEC-PH-10004093,276,6,0.0,80
321,CA-2014-164973,04/11/2014,09/11/2014,Standard Class,NM-18445,TEC-AC-10000892,360,4,0.0,130
322,CA-2014-164973,04/11/2014,09/11/2014,Standard Class,NM-18445,OFF-ST-10002974,44,1,0.0,13
323,CA-2014-156601,19/09/2014,24/09/2014,Standard Class,FA-14230,OFF-FA-10000624,7,2,0.0,4
324,CA-2016-162138,23/04/2016,27/04/2016,Standard Class,GK-14620,OFF-BI-10004593,252,6,0.2,82
325,CA-2016-162138,23/04/2016,27/04/2016,Standard Class,GK-14620,TEC-AC-10001908,100,1,0.0,35
326,CA-2017-153339,03/11/2017,05/11/2017,Second Class,DJ-13510,FUR-FU-10001967,16,1,0.2,1
327,US-2016-141544,30/08/2016,01/09/2016,First Class,PO-18850,TEC-PH-10003645,291,3,0.4,-68
328,US-2016-141544,30/08/2016,01/09/2016,First Class,PO-18850,OFF-ST-10000675,54,2,0.2,3
329,US-2016-141544,30/08/2016,01/09/2016,First Class,PO-18850,FUR-CH-10003312,787,4,0.3,-259
330,US-2016-141544,30/08/2016,01/09/2016,First Class,PO-18850,OFF-LA-10001074,100,10,0.2,34
331,US-2016-141544,30/08/2016,01/09/2016,First Class,PO-18850,OFF-BI-10001524,38,6,0.7,-28
332,US-2016-150147,25/04/2016,29/04/2016,Second Class,JL-15850,TEC-PH-10004614,83,2,0.4,-21
333,US-2016-150147,25/04/2016,29/04/2016,Second Class,JL-15850,OFF-BI-10001153,21,2,0.7,-14
334,US-2016-150147,25/04/2016,29/04/2016,Second Class,JL-15850,OFF-BI-10001982,5,3,0.7,-3
335,CA-2015-137946,01/09/2015,04/09/2015,Second Class,DB-13615,OFF-BI-10001922,5,1,0.2,2
336,CA-2015-137946,01/09/2015,04/09/2015,Second Class,DB-13615,TEC-CO-10001449,960,2,0.2,336
337,CA-2015-137946,01/09/2015,04/09/2015,Second Class,DB-13615,OFF-BI-10004140,14,4,0.2,4
338,CA-2014-129924,12/07/2014,17/07/2014,Standard Class,AC-10420,OFF-BI-10003314,8,2,0.2,3
339,CA-2014-129924,12/07/2014,17/07/2014,Standard Class,AC-10420,FUR-TA-10004575,698,3,0.2,-17
340,CA-2015-128167,22/06/2015,26/06/2015,Second Class,KL-16645,OFF-FA-10000490,5,4,0.0,2
341,CA-2014-122336,13/04/2014,17/04/2014,Second Class,JD-15895,OFF-AR-10000122,18,4,0.2,1
342,CA-2014-122336,13/04/2014,17/04/2014,Second Class,JD-15895,OFF-BI-10003656,510,10,0.7,-408
343,CA-2014-122336,13/04/2014,17/04/2014,Second Class,JD-15895,OFF-FA-10002780,31,13,0.2,10
344,CA-2014-122336,13/04/2014,17/04/2014,Second Class,JD-15895,TEC-PH-10000702,72,12,0.4,8
345,US-2015-120712,20/12/2015,24/12/2015,Standard Class,CS-12130,OFF-ST-10000107,89,4,0.2,-2
346,CA-2017-169901,15/06/2017,19/06/2017,Standard Class,CC-12550,TEC-PH-10002293,48,3,0.2,5
347,CA-2017-134306,08/07/2017,12/07/2017,Standard Class,TD-20995,OFF-AR-10004027,8,3,0.0,3
348,CA-2017-134306,08/07/2017,12/07/2017,Standard Class,TD-20995,OFF-PA-10000249,25,2,0.0,12
349,CA-2017-134306,08/07/2017,12/07/2017,Standard Class,TD-20995,OFF-AR-10001374,13,2,0.0,4
350,CA-2016-129714,01/09/2016,03/09/2016,First Class,AB-10060,TEC-AC-10000290,7,1,0.0,2
351,CA-2016-129714,01/09/2016,03/09/2016,First Class,AB-10060,OFF-PA-10001970,25,2,0.0,12
352,CA-2016-129714,01/09/2016,03/09/2016,First Class,AB-10060,OFF-BI-10002160,3,1,0.2,1
353,CA-2016-129714,01/09/2016,03/09/2016,First Class,AB-10060,OFF-PA-10001970,49,4,0.0,23
354,CA-2016-129714,01/09/2016,03/09/2016,First Class,AB-10060,OFF-BI-10004995,4355,4,0.2,1415
355,CA-2016-138520,08/04/2016,13/04/2016,Standard Class,JL-15505,FUR-BO-10002268,389,6,0.2,-5
356,CA-2016-138520,08/04/2016,13/04/2016,Standard Class,JL-15505,OFF-EN-10001137,8,2,0.0,4
357,CA-2016-138520,08/04/2016,13/04/2016,Standard Class,JL-15505,OFF-AR-10002399,17,4,0.0,7
358,CA-2016-138520,08/04/2016,13/04/2016,Standard Class,JL-15505,OFF-PA-10002713,34,5,0.0,16
359,CA-2016-130001,23/04/2016,28/04/2016,Standard Class,HK-14890,OFF-PA-10002666,36,5,0.2,11
360,CA-2017-155698,08/03/2017,11/03/2017,First Class,VB-21745,OFF-AP-10001124,648,8,0.0,168
361,CA-2017-155698,08/03/2017,11/03/2017,First Class,VB-21745,OFF-LA-10001158,21,2,0.0,10
362,CA-2017-144904,25/09/2017,01/10/2017,Standard Class,KW-16435,OFF-LA-10001158,21,2,0.0,10
363,CA-2017-144904,25/09/2017,01/10/2017,Standard Class,KW-16435,FUR-CH-10000785,489,3,0.1,87
364,CA-2017-144904,25/09/2017,01/10/2017,Standard Class,KW-16435,OFF-AR-10003732,6,2,0.0,1
365,CA-2017-144904,25/09/2017,01/10/2017,Standard Class,KW-16435,FUR-FU-10000023,47,8,0.0,21
366,CA-2014-123344,24/09/2014,29/09/2014,Standard Class,JD-16060,OFF-ST-10001713,212,4,0.0,8
367,CA-2016-155516,21/10/2016,21/10/2016,Same Day,MK-17905,OFF-BI-10002412,23,4,0.0,10
368,CA-2016-155516,21/10/2016,21/10/2016,Same Day,MK-17905,OFF-SU-10001225,7,2,0.0,0
369,CA-2016-155516,21/10/2016,21/10/2016,Same Day,MK-17905,OFF-ST-10002406,105,7,0.0,29
370,CA-2016-155516,21/10/2016,21/10/2016,Same Day,MK-17905,FUR-BO-10002545,1044,4,0.0,271
371,CA-2017-104745,29/05/2017,04/06/2017,Standard Class,GT-14755,OFF-PA-10002036,26,5,0.2,9
372,CA-2017-104745,29/05/2017,04/06/2017,Standard Class,GT-14755,OFF-ST-10002205,53,3,0.2,5
373,US-2014-119137,23/07/2014,27/07/2014,Standard Class,AG-10900,OFF-BI-10001982,8,5,0.7,-6
374,US-2014-119137,23/07/2014,27/07/2014,Standard Class,AG-10900,TEC-AC-10003911,1024,8,0.2,179
375,US-2014-119137,23/07/2014,27/07/2014,Standard Class,AG-10900,OFF-AR-10000658,9,1,0.2,1
376,US-2014-119137,23/07/2014,27/07/2014,Standard Class,AG-10900,TEC-AC-10002076,479,10,0.2,-30
377,US-2016-134656,28/09/2016,01/10/2016,First Class,MM-18280,OFF-PA-10003039,99,4,0.2,31
378,US-2017-134481,27/08/2017,01/09/2017,Standard Class,AR-10405,FUR-TA-10004915,1488,7,0.3,-298
379,CA-2015-130792,28/04/2015,05/05/2015,Standard Class,RA-19915,OFF-AP-10000696,9,3,0.8,-20
380,CA-2015-130792,28/04/2015,05/05/2015,Standard Class,RA-19915,OFF-ST-10003327,24,3,0.2,3
381,CA-2015-130792,28/04/2015,05/05/2015,Standard Class,RA-19915,OFF-BI-10000309,12,4,0.8,-19
382,CA-2016-134775,28/10/2016,29/10/2016,First Class,AS-10285,OFF-PA-10004734,51,7,0.0,25
383,CA-2016-134775,28/10/2016,29/10/2016,First Class,AS-10285,OFF-BI-10002225,50,3,0.2,17
384,CA-2015-125395,26/06/2015,29/06/2015,Second Class,LA-16780,TEC-AC-10004708,42,2,0.0,9
385,US-2015-168935,27/11/2015,02/12/2015,Standard Class,DO-13435,FUR-TA-10000617,375,3,0.5,-157
386,US-2015-168935,27/11/2015,02/12/2015,Standard Class,DO-13435,TEC-AC-10002335,84,3,0.2,-1
387,CA-2015-122756,03/12/2015,07/12/2015,Standard Class,DK-13225,TEC-MA-10001681,482,4,0.7,-338
388,CA-2015-122756,03/12/2015,07/12/2015,Standard Class,DK-13225,FUR-FU-10001935,3,1,0.2,1
389,CA-2014-115973,24/11/2014,26/11/2014,First Class,NG-18430,OFF-AR-10004757,3,1,0.2,0
390,CA-2017-101798,11/12/2017,15/12/2017,Standard Class,MV-18190,OFF-BI-10000050,23,4,0.2,8
391,CA-2017-101798,11/12/2017,15/12/2017,Standard Class,MV-18190,TEC-AC-10001998,40,2,0.0,14
392,US-2014-135972,21/09/2014,23/09/2014,Second Class,JG-15115,TEC-PH-10003012,246,2,0.2,28
393,US-2014-135972,21/09/2014,23/09/2014,Second Class,JG-15115,TEC-CO-10002313,1800,3,0.0,702
394,US-2014-134971,07/06/2014,10/06/2014,Second Class,BP-11095,OFF-BI-10003982,12,3,0.8,-21
395,CA-2017-102946,30/06/2017,05/07/2017,Standard Class,VP-21730,OFF-BI-10004492,76,3,0.2,26
396,CA-2017-165603,17/10/2017,19/10/2017,Second Class,SS-20140,OFF-ST-10000798,50,2,0.0,9
397,CA-2017-165603,17/10/2017,19/10/2017,Second Class,SS-20140,OFF-PA-10002552,13,2,0.0,6
398,CA-2015-122259,31/10/2015,04/11/2015,Standard Class,HP-14815,OFF-SU-10002573,70,4,0.0,21
399,CA-2016-108987,08/09/2016,10/09/2016,Second Class,AG-10675,OFF-ST-10001580,36,3,0.2,4
400,CA-2016-108987,08/09/2016,10/09/2016,Second Class,AG-10675,FUR-BO-10004834,2396,4,0.3,-317
401,CA-2016-108987,08/09/2016,10/09/2016,Second Class,AG-10675,OFF-ST-10000934,131,4,0.2,-33
402,CA-2016-108987,08/09/2016,10/09/2016,Second Class,AG-10675,TEC-AC-10000158,58,2,0.2,1
403,CA-2014-113166,24/12/2014,26/12/2014,First Class,LF-17185,OFF-PA-10001947,10,2,0.2,3
404,CA-2014-155208,16/04/2014,20/04/2014,Standard Class,SP-20650,OFF-AR-10003478,39,6,0.2,10
405,CA-2017-117933,24/12/2017,29/12/2017,Standard Class,RF-19840,OFF-AP-10004249,36,3,0.0,10
406,CA-2017-117457,08/12/2017,12/12/2017,Standard Class,KH-16510,TEC-AC-10000158,180,5,0.0,38
407,CA-2017-117457,08/12/2017,12/12/2017,Standard Class,KH-16510,TEC-CO-10004115,1200,3,0.2,435
408,CA-2017-117457,08/12/2017,12/12/2017,Standard Class,KH-16510,OFF-PA-10003724,27,5,0.0,13
409,CA-2017-117457,08/12/2017,12/12/2017,Standard Class,KH-16510,FUR-TA-10002041,1004,7,0.2,-113
410,CA-2017-117457,08/12/2017,12/12/2017,Standard Class,KH-16510,OFF-PA-10002893,10,1,0.0,5
411,CA-2017-117457,08/12/2017,12/12/2017,Standard Class,KH-16510,OFF-LA-10003766,28,9,0.0,14
412,CA-2017-117457,08/12/2017,12/12/2017,Standard Class,KH-16510,OFF-PA-10001970,56,1,0.0,27
413,CA-2017-117457,08/12/2017,12/12/2017,Standard Class,KH-16510,FUR-BO-10001972,1337,13,0.2,31
414,CA-2017-117457,08/12/2017,12/12/2017,Standard Class,KH-16510,FUR-CH-10003956,114,2,0.2,-18
415,CA-2017-142636,03/11/2017,07/11/2017,Standard Class,KC-16675,OFF-PA-10000157,140,7,0.0,66
416,CA-2017-142636,03/11/2017,07/11/2017,Standard Class,KC-16675,FUR-CH-10001891,307,4,0.2,27
417,CA-2017-122105,24/06/2017,28/06/2017,Standard Class,CJ-12010,OFF-AR-10004344,96,8,0.0,26
418,CA-2016-148796,14/04/2016,18/04/2016,Standard Class,PB-19150,FUR-CH-10004886,384,5,0.2,38
419,CA-2017-154816,06/11/2017,10/11/2017,Standard Class,VB-21745,OFF-PA-10003845,6,1,0.0,3
420,CA-2017-110478,04/03/2017,09/03/2017,Standard Class,SP-20860,OFF-AR-10001573,9,4,0.0,3
421,CA-2017-110478,04/03/2017,09/03/2017,Standard Class,SP-20860,OFF-EN-10000483,15,1,0.0,7
422,CA-2014-142048,22/06/2014,25/06/2014,First Class,JE-15745,TEC-AC-10004114,197,6,0.2,57
423,CA-2017-125388,19/10/2017,23/10/2017,Standard Class,MP-17965,FUR-FU-10004712,57,4,0.0,15
424,CA-2017-125388,19/10/2017,23/10/2017,Standard Class,MP-17965,OFF-ST-10000918,33,3,0.0,9
425,CA-2017-155705,21/08/2017,23/08/2017,Second Class,NF-18385,FUR-CH-10000015,866,4,0.0,225
426,CA-2017-149160,23/11/2017,26/11/2017,Second Class,JM-15265,FUR-FU-10003347,28,2,0.0,11
427,CA-2017-149160,23/11/2017,26/11/2017,Second Class,JM-15265,OFF-BI-10001543,288,8,0.0,138
428,CA-2014-101476,12/09/2014,13/09/2014,First Class,SD-20485,TEC-MA-10000029,70,1,0.0,30
429,CA-2017-152275,01/10/2017,08/10/2017,Standard Class,KH-16630,OFF-AR-10000369,7,6,0.2,1
430,US-2016-123750,15/04/2016,21/04/2016,Standard Class,RB-19795,OFF-BI-10004584,190,2,0.7,-145
431,US-2016-123750,15/04/2016,21/04/2016,Standard Class,RB-19795,TEC-AC-10004659,409,7,0.2,77
432,US-2016-123750,15/04/2016,21/04/2016,Standard Class,RB-19795,TEC-AC-10004659,292,5,0.2,55
433,US-2016-123750,15/04/2016,21/04/2016,Standard Class,RB-19795,OFF-ST-10000617,5,2,0.2,-1
434,CA-2016-127369,06/06/2016,07/06/2016,First Class,DB-13060,OFF-ST-10003306,714,5,0.0,207
435,US-2014-150574,19/12/2014,25/12/2014,Standard Class,MK-18160,OFF-BI-10000773,5,2,0.7,-4
436,US-2014-150574,19/12/2014,25/12/2014,Standard Class,MK-18160,TEC-AC-10002600,248,5,0.2,-19
437,CA-2016-147375,12/06/2016,14/06/2016,Second Class,PO-19180,TEC-MA-10002937,1008,3,0.3,43
438,CA-2016-147375,12/06/2016,14/06/2016,Second Class,PO-19180,OFF-PA-10001970,313,7,0.2,114
439,CA-2017-130043,15/09/2017,19/09/2017,Standard Class,BB-11545,OFF-PA-10002230,32,8,0.2,12
440,CA-2017-157252,20/01/2017,23/01/2017,Second Class,CV-12805,FUR-CH-10003396,208,3,0.1,2
441,CA-2016-115756,05/09/2016,07/09/2016,Second Class,PK-19075,FUR-FU-10000246,12,1,0.0,4
442,CA-2016-115756,05/09/2016,07/09/2016,Second Class,PK-19075,OFF-ST-10000060,195,3,0.0,23
443,CA-2016-115756,05/09/2016,07/09/2016,Second Class,PK-19075,OFF-ST-10003058,71,3,0.0,21
444,CA-2016-115756,05/09/2016,07/09/2016,Second Class,PK-19075,OFF-PA-10002222,91,4,0.0,42
445,CA-2016-115756,05/09/2016,07/09/2016,Second Class,PK-19075,FUR-CH-10002372,243,3,0.0,29
446,CA-2016-115756,05/09/2016,07/09/2016,Second Class,PK-19075,OFF-LA-10001317,22,7,0.0,11
447,CA-2017-154214,20/03/2017,25/03/2017,Second Class,TB-21595,FUR-FU-10000206,3,1,0.0,1
448,CA-2016-166674,01/04/2016,03/04/2016,Second Class,RB-19360,OFF-AR-10000588,60,3,0.0,15
449,CA-2016-166674,01/04/2016,03/04/2016,Second Class,RB-19360,OFF-ST-10001469,162,3,0.0,10
450,CA-2016-166674,01/04/2016,03/04/2016,Second Class,RB-19360,OFF-AR-10001953,264,6,0.0,71
451,CA-2016-166674,01/04/2016,03/04/2016,Second Class,RB-19360,OFF-AR-10003156,30,3,0.0,8
452,CA-2016-166674,01/04/2016,03/04/2016,Second Class,RB-19360,OFF-AR-10004974,10,3,0.0,3
453,CA-2016-166674,01/04/2016,03/04/2016,Second Class,RB-19360,TEC-PH-10002365,35,4,0.0,9
454,CA-2017-147277,20/10/2017,24/10/2017,Standard Class,EB-13705,FUR-TA-10001539,284,2,0.4,-76
455,CA-2017-147277,20/10/2017,24/10/2017,Standard Class,EB-13705,OFF-ST-10000142,665,2,0.2,67
456,CA-2016-100153,13/12/2016,17/12/2016,Standard Class,KH-16630,TEC-AC-10001772,64,4,0.0,25
457,US-2014-110674,12/02/2014,18/02/2014,Standard Class,SC-20095,FUR-CH-10000225,130,2,0.2,-24
458,US-2016-157945,26/09/2016,01/10/2016,Standard Class,NF-18385,FUR-CH-10002331,748,3,0.3,-96
459,US-2016-157945,26/09/2016,01/10/2016,Standard Class,NF-18385,OFF-EN-10001415,9,2,0.2,3
460,CA-2015-109638,15/12/2015,22/12/2015,Standard Class,JH-15985,OFF-AP-10002472,104,4,0.0,36
461,CA-2015-109638,15/12/2015,22/12/2015,Standard Class,JH-15985,TEC-AC-10004571,900,9,0.0,378
462,CA-2015-109638,15/12/2015,22/12/2015,Standard Class,JH-15985,OFF-BI-10001098,51,3,0.2,19
463,CA-2016-109869,22/04/2016,29/04/2016,Standard Class,TN-21040,FUR-FU-10000023,24,5,0.2,7
464,CA-2016-109869,22/04/2016,29/04/2016,Standard Class,TN-21040,FUR-TA-10001889,1273,6,0.5,-814
465,CA-2016-109869,22/04/2016,29/04/2016,Standard Class,TN-21040,OFF-BI-10000315,28,5,0.7,-21
466,CA-2016-109869,22/04/2016,29/04/2016,Standard Class,TN-21040,OFF-SU-10003505,185,2,0.2,-35
467,CA-2016-109869,22/04/2016,29/04/2016,Standard Class,TN-21040,OFF-AP-10002578,78,2,0.2,6
468,US-2015-101399,17/01/2015,24/01/2015,Standard Class,JS-15940,FUR-FU-10002918,255,7,0.6,-312
469,CA-2017-154907,31/03/2017,04/04/2017,Standard Class,DS-13180,FUR-BO-10002824,205,2,0.3,-36
470,US-2016-100419,16/12/2016,20/12/2016,Second Class,CC-12670,OFF-BI-10002194,5,3,0.8,-8
471,CA-2015-154144,20/12/2015,24/12/2015,Standard Class,MH-17785,OFF-PA-10004071,55,1,0.0,27
472,CA-2014-144666,09/11/2014,11/11/2014,Second Class,JP-15520,OFF-ST-10002743,341,3,0.0,3
473,CA-2014-144666,09/11/2014,11/11/2014,Second Class,JP-15520,FUR-BO-10001601,223,2,0.2,10
474,CA-2014-144666,09/11/2014,11/11/2014,Second Class,JP-15520,TEC-PH-10002680,704,4,0.2,88
475,CA-2014-144666,09/11/2014,11/11/2014,Second Class,JP-15520,OFF-ST-10001321,93,6,0.0,25
476,CA-2014-144666,09/11/2014,11/11/2014,Second Class,JP-15520,OFF-PA-10001509,63,7,0.0,29
477,CA-2014-144666,09/11/2014,11/11/2014,Second Class,JP-15520,OFF-PA-10003465,95,5,0.0,46
478,CA-2016-103891,12/07/2016,19/07/2016,Standard Class,KH-16690,TEC-PH-10000149,96,6,0.2,7
479,CA-2016-152632,27/10/2016,02/11/2016,Standard Class,JE-15475,FUR-FU-10002671,40,3,0.0,19
480,CA-2016-100790,26/06/2016,02/07/2016,Standard Class,JG-15805,OFF-AR-10003045,15,5,0.0,7
481,CA-2016-100790,26/06/2016,02/07/2016,Standard Class,JG-15805,OFF-ST-10000689,704,5,0.0,85
482,CA-2014-134677,06/10/2014,10/10/2014,Standard Class,XP-21865,TEC-AC-10001445,9,3,0.0,2
483,CA-2014-127691,22/07/2014,27/07/2014,Standard Class,EM-14065,OFF-AR-10002053,6,2,0.0,2
